city,company,company_finance,company_size,company_type,company_url,date,department,education_requirement,experience_requirement,industry,major_requirement,monthly_salary_range,position_advantage,position_cleaned,position_info,position_tag,posted_url,posted_website,recruit_count,专业要求,公司主页,公司名称,公司性质,公司行业,公司规模,原始URL,发布日期,发布网站,学历,岗位介绍,工作地点,工作性质,招聘人数,经验,职位名称,职位诱惑,薪资,融资阶段,部门
,,,,,,,,,,,,,,,,,,,,,,上海聚胜投资管理有限公司,民营公司,"金融, 投资, 证券,互联网, 电子商务",150-500人,http://jobs.51job.com/shanghai-hkq/98538730.html?s=01&t=0,22/02/2018,前程无忧,本科,,上海-虹口区,,1.0,2年经验,数据分析师,,10000-15000,,
,,,,,,,,,,,,,,,,,,,,,,广州智干电子商务科技有限公司,民营公司,"互联网, 电子商务,贸易, 进出口",150-500人,http://jobs.51job.com/guangzhou-hzq/92362180.html?s=01&t=0,22/02/2018,前程无忧,本科,由于岗位称谓每个公司不尽相同，所以发布职位时可能同一职位我们会以不同标题发布多条。请仔细阅读职位说明且认真投递简历，勿重复投递（重复投递不会增加面试几率）。【岗位职责】1、对公司运营及数据采集系统获取的相关数据进行数据整理；2、掌握基本的数据处理方法，完成对分析数据的统计工作；3、分析过程中对所需要的数据支撑形成需求转化，提升公司的数据储备能力；4、撰写分析报告，为公司运营活动优化提供数据支持，并能够进行数据汇报；5、应用数据分析方法，进行基础数据挖掘分析工作。【我们对您期望】1、计算机及软件开发、数学、信息管理等专业应届生，或大三大四在校学生；2、耐心、细心，对数据敏感，沟通能力较好；3、具备EXCEL基础数据处理（VLOOKUP、IF、数据透视等函数），会使用PPT编写报告；4、具有探索精神和强烈的责任心，有较强的学习能力；5、热爱数据分析，并希望投身数据分析行业工作中。【优先条件】1、有计算机、数据基础，对电商兴趣浓厚；2、有跨境电商实习经验。,广州-海珠区,,1.0,无工作经验,", ","五险一金,员工旅游,专业培训,绩效奖金,年终奖金,定期体检,弹性工作,带薪年假,法定假期",6000-8000,,
,,,,,,,,,,,,,,,,,,,,,,四川天上友嘉网络科技有限公司,民营公司,网络游戏,150-500人,http://jobs.51job.com/chengdu/92725333.html?s=01&t=0,22/02/2018,前程无忧,本科,岗位职责：1、数据收集、整理；2、输出数据报表，分析判断趋势走向；任职要求：1、经融财会或数学相关专业，本科以上学历；2、熟练使用Excel，能利用Excel函数分析处理数据；3、具备较强的数据敏感性；4、具备较强的执行能力及情绪管理能力；,成都,,1.0,无工作经验,数据分析师,"五险一金,员工餐,年终奖金",4000-5000,,
,,,,,,,,,,,,,,,,,,,,,,DeNA,外资（非欧美）,"互联网, 电子商务,网络游戏",150-500人,http://jobs.51job.com/shanghai/95308663.html?s=01&t=0,22/02/2018,前程无忧,本科,,上海,,1.0,2年经验,"数据分析师, ","五险一金,餐饮补贴,弹性工作,通讯补贴,专业培训,出国机会,绩效奖金",15000-20000,,
,,,,,,,,,,,,,,,,,,,,,,尚德机构,民营公司,"教育, 培训, 院校",1000-5000人,http://jobs.51job.com/beijing-cyq/98540788.html?s=01&t=0,22/02/2018,前程无忧,本科,,北京-朝阳区,,1.0,2年经验,"数据分析师, ",,8000-10000,,
,,,,,,,,,,,,,,,,,,,,,,北京多来点信息技术有限公司,民营公司,"互联网, 电子商务",150-500人,http://jobs.51job.com/beijing-xcq/97627571.html?s=01&t=0,22/02/2018,前程无忧,本科,1.负责哗啦啦业务分析、商户分析、营销分析等，用数据分析的方法对业务发展、销售、运营等提供分析报告，并对业务、考核、管理、策略等进行判断和建议；2.在工作中提炼和总结惯常数据分析方法，形成数据产品与工具，提升业务运营能力，特别是数据化运营能力；3.建立并保持对餐饮行业、产品和用户的深度理解，提出相应的策略建议。任职资格：1.正规统招本科学历，计算机相关专业，一年以上同等岗位工作经验；2.熟练掌握SQL，熟悉常用数据统计和分析方法；3.良好的数据分析能力，善于用数据进行分析、归纳、发现、解决问题；4.很强的商业洞察能力，数字敏感性与逻辑思维能力，能够用数据分析方法发现产品、运营、战略相关的各种复杂商业分析问题；5.快速业务学习和理解能力，有强大的自驱力，追求卓越，锐意创新，对工作充满热情；6.有统计学、运筹学、机器学习背景，有策略设计、数学建模案例优先；7.有互联网、咨询、餐饮行业背景或相关运营经验优先。行业标杆，高速成长，团队活跃，平台广阔，交通便利！前景，专注于本地生活的广泛领域——餐饮O2O；晋升，广阔的职业发展空间，越努力你就越幸运；氛围，那是年轻人的世界，公司营造各种交流机会；环境，舒适高大上的办公环境，西直门地标建筑，没有雾霾还可看见西山落日。哗啦啦期待你的加入！,北京-西城区,,5.0,1年经验,"数据分析师, ","技术大牛,周末双休,定期团建,交通便利,前景广阔",20000-30000,,
,,,,,,,,,,,,,,,,,,,,,,美菜网,外资（非欧美）,"互联网, 电子商务",1000-5000人,http://jobs.51job.com/shenzhen-ftq/68555347.html?s=01&t=0,22/02/2018,前程无忧,本科,岗位职责:任职资格:,深圳-福田区,,1.0,2年经验,数据分析专员,五险一金,4500-6000,,
,,,,,,,,,,,,,,,,,,,,,,广州苑同电子商务有限公司,民营公司,"互联网, 电子商务",少于50人,http://jobs.51job.com/guangzhou-hdq/98538664.html?s=01&t=0,22/02/2018,前程无忧,本科,,广州-花都区,,1.0,1年经验,"运营专员, ","员工旅游,年终奖金,绩效奖金,专业培训,餐饮补贴",5000-7000,,
,,,,,,,,,,,,,,,,,,,,,,云汉芯城（上海）互联网科技股份有限公司,民营公司,"电子技术, 半导体, 集成电路,互联网, 电子商务",150-500人,http://jobs.51job.com/shanghai-sjq/98539667.html?s=01&t=0,22/02/2018,前程无忧,本科,,上海-松江区,,1.0,2年经验,大数据分析工程师,"绩效奖金,员工旅游,五险一金,专业培训,弹性工作",10000-20000,,
,,,,,,,,,,,,,,,,,,,,,,时代嘉道企业机构,民营公司,"汽车及零配件,互联网, 电子商务",150-500人,http://jobs.51job.com/shanghai-cnq/92270488.html?s=01&t=0,22/02/2018,前程无忧,大专,根据工作需要，承担以下一方面或多方面的开发任务：岗位职责：1、负责信源采集可行性研究，包括信源本身的研究、采集的研究、采集所需资源的研究等；2、执行数据采集相关工作，可运用现有爬虫平台系统、编写脚本、或重构爬虫系统等方法；3、保障数据的准确性、完整性、一致性、及时性。岗位要求：1、两年或以上的java开发实践经验，一年或以上的网络编程经验者优先；2、掌握一种以上web开发框架，如：Springmvc、JFinal；3、熟练使用主流数据库，精通SQL；4、精通爬取、反爬和整合技术，从结构化的和非结构化的数据中抽取信息；5、有良好的逻辑思维和建模能力，善于分析问题和解决问题；6、工作耐心细致，有较强的团队合作精神，良好的沟通能力，能承受较大的工作压力。,上海-长宁区,,1.0,1年经验,爬虫工程师,,7000-14000,,
,,,,,,,,,,,,,,,,,,,,,,小黑鱼科技有限公司,民营公司,"互联网, 电子商务,金融, 投资, 证券",150-500人,http://jobs.51job.com/shanghai-pdxq/96721667.html?s=01&t=0,22/02/2018,前程无忧,本科,岗位职责-负责互联网爬虫的核心技术架构管理工作-负责指导和检查爬虫工程师团队的技术实现-设计各种策略和算法，提升爬虫的抓取效果-分析爬虫的技术缺陷，对爬虫做出合理地调整或改进-负责爬虫系统的升级和维护-抓取调度和抓取行为反馈任职资格-统招大学本科以上学历，5年以上工作经验-精通Java语言，熟悉linux平台及常用脚本语言python/php/JS等-熟悉爬虫框架，并具有3年以上爬虫开发经验-对数据结构和算法设计有较为深刻的理解-具有良好的沟通能力，和良好的团队合作精神-熟悉MySQL/MongoDB/Hadoop/Hive/HBase等平台者优先-有流式计算、海量数据存储经验者优先-工作积极主动，执行力强，能承受成长型企业的工作压力,上海-浦东新区,,1.0,3-4年经验,"爬虫架构师, Java架构师","五险一金,绩效奖金,补充公积金,定期体检",20000-35000,,
,,,,,,,,,,,,,,,,,,,,,,深圳睛灵科技有限公司,民营公司,"计算机软件,电子技术, 半导体, 集成电路",少于50人,http://jobs.51job.com/shenzhen-lgq/98477913.html?s=01&t=0,22/02/2018,前程无忧,,,深圳-龙岗区,,3.0,2年经验,Python,"五险一金,员工旅游,出国机会,绩效奖金,年终奖金",10000-20000,,
,,,,,,,,,,,,,,,,,,,,,,智慧芽信息科技（苏州）有限公司,外资（非欧美）,"计算机软件,互联网, 电子商务",500-1000人,http://jobs.51job.com/suzhou-gyyq/97962002.html?s=01&t=0,22/02/2018,前程无忧,本科,,苏州-工业园区,,1.0,无工作经验,高级爬虫工程师,"五险一金,免费班车,员工旅游,年终奖金,绩效奖金,专业培训,定期体检,弹性工作",15000-20000,,
,,,,,,,,,,,,,,,,,,,,,,广州棒谷科技股份有限公司,民营公司,"互联网, 电子商务,贸易, 进出口",1000-5000人,http://jobs.51job.com/guangzhou-byq/90006377.html?s=01&t=0,22/02/2018,前程无忧,本科,职位描述：1.负责设计和开发网络爬虫系统，进行电商或社会化媒体等平台信息的抓取和分析；2.设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；3.能独立解决实际开发过程碰到的各类问题。任职要求：1.本科及以上学历，2年以上爬虫相关工作经验；2.熟练python、java等编程语言，有1年以上的scrapy框架开发经验；3.熟悉linux操作系统，了解web及相关技术和原理；4.熟练运用正则表达式和xpath表达式；5.熟练使用mysql数据库，熟悉redis等nosql数据库；6.构建过分布式爬虫系统者优先。,广州-白云区,,2.0,无工作经验,"爬虫工程师, , 大数据","五险一金,定期体检,专业培训,员工旅游,年终奖金",10000-25000,,
,,,,,,,,,,,,,,,,,,,,,,海航旅业集团有限公司,民营公司,"航天, 航空,酒店, 旅游",10000人以上,http://jobs.51job.com/beijing-cyq/94275765.html?s=01&t=0,22/02/2018,前程无忧,本科,"1、本科（含）以上学历，至少2年以上Spider系统研发工作经验，具有旅游生活类，ajax网页抓取经验者尤佳2、熟悉linux平台编程，至少掌握Python、Java编程语言中的一种，熟悉一种以上分布式Spider系统架构3、熟悉html,DOM,xpath,scrapy优先4、熟悉常用算法和数据结构，熟悉网络编程、多线程/多进程编程技术5、善于学习新的知识，动手能力强，对解决具有挑战性问题充满激情6、有良好的沟通和团队协作能力岗位职责：1、负责大规模垂直网站的数据抓取、提取、过滤、更新频率控制等工作。2、设计高效的抓取策略，以及灵活的抽取模板3、对抓取的数据进行清洗处理",北京-朝阳区,,1.0,无工作经验,爬虫开发工程师,,15000-20000,,
